,trial_0,trial_1,trial_2,trial_3,trial_4
0,1.9676960706710815,1.9791812896728516,1.9180490970611572,1.9572184085845947,1.946428894996643
1,7.0834879875183105,8.027179718017578,7.396991729736328,7.500391483306885,7.545196533203125
2,19.467267990112305,17.147802352905273,17.62637710571289,17.878950119018555,17.482213973999023
3,17.30824089050293,20.5925235748291,20.237638473510742,17.253149032592773,20.996068954467773
4,26.532941818237305,24.84300422668457,24.008148193359375,27.477970123291016,25.746435165405273
5,27.905256271362305,20.484663009643555,24.673757553100586,24.602563858032227,26.755136489868164
6,16.188386917114258,11.242077827453613,11.338590621948242,16.41372299194336,17.286802291870117
7,10.288787841796875,3.7160568237304688,5.495866298675537,6.416408538818359,6.268925666809082
8,2.722447395324707,4.692293643951416,5.242809772491455,4.971283912658691,2.9689972400665283
9,6.605388641357422,4.311262607574463,5.993057727813721,7.420300483703613,6.410864353179932
10,7.632197856903076,3.7423408031463623,4.4724955558776855,5.671479225158691,5.2107930183410645
11,4.990237236022949,3.9344375133514404,4.395885944366455,2.9594056606292725,3.0830352306365967
12,3.3005244731903076,2.156491756439209,3.3466575145721436,3.458894729614258,2.763104200363159
13,6.475732326507568,7.907996654510498,8.268007278442383,7.202447414398193,7.068271636962891
14,9.831338882446289,12.964279174804688,10.405076026916504,14.386812210083008,12.48375129699707
15,10.88239860534668,12.225024223327637,10.029852867126465,10.90903377532959,9.905821800231934
16,10.367140769958496,10.720434188842773,9.480387687683105,10.027997016906738,9.44154167175293
17,8.709212303161621,9.737068176269531,8.328710556030273,8.204815864562988,7.760296821594238
18,7.719631195068359,9.03692626953125,6.934169292449951,4.799079418182373,6.193507671356201
19,4.934584617614746,8.169902801513672,4.481266498565674,5.598033905029297,3.8360183238983154
20,3.500845432281494,5.98384428024292,3.6927971839904785,3.196563959121704,3.2127151489257812
21,3.679140090942383,3.476152181625366,3.9330685138702393,3.569814443588257,3.6984570026397705
22,3.5021417140960693,5.115353584289551,3.1120622158050537,3.878751516342163,3.470060110092163
23,3.43467116355896,5.407208442687988,3.620737075805664,3.152247428894043,3.4950292110443115
24,3.5173747539520264,3.89054536819458,3.4364640712738037,2.9898693561553955,3.224904775619507
25,2.7553203105926514,3.359856367111206,2.555009603500366,3.137951135635376,2.7081565856933594
26,2.6644809246063232,3.8094418048858643,2.7639451026916504,3.052614212036133,2.808377265930176
