,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9
0,1.7970863580703735,1.7743542194366455,1.8161725997924805,1.765660285949707,1.759315848350525,1.8605417013168335,1.7801783084869385,1.851647973060608,1.7578470706939697,1.8175171613693237
1,4.463739395141602,5.98763370513916,4.362724304199219,3.993483066558838,4.579637050628662,4.258213043212891,6.624271392822266,4.22695255279541,5.229287147521973,4.2400078773498535
2,10.510481834411621,14.018366813659668,10.455381393432617,9.868753433227539,11.491988182067871,13.48163890838623,9.902741432189941,11.999284744262695,10.673052787780762,9.818211555480957
3,9.050294876098633,12.943367004394531,17.27290153503418,9.033709526062012,7.703708171844482,5.9831390380859375,8.527998924255371,5.640515327453613,12.456097602844238,15.623190879821777
4,6.365281105041504,7.078160285949707,7.9239020347595215,12.869975090026855,10.651473045349121,11.003414154052734,7.050447940826416,10.416525840759277,8.318172454833984,7.5566534996032715
5,8.892005920410156,8.788167953491211,7.910995006561279,10.30859375,11.837900161743164,12.308572769165039,7.110219478607178,8.326179504394531,5.953107833862305,8.841764450073242
6,4.342745304107666,7.378800392150879,8.106071472167969,4.3542304039001465,4.895251750946045,5.121911525726318,3.2324509620666504,4.07949686050415,7.958962440490723,9.836783409118652
7,4.163104057312012,6.846606731414795,5.924907684326172,6.982458591461182,4.48907470703125,5.221036434173584,4.681020259857178,5.857246398925781,6.672731876373291,8.289636611938477
8,4.5578155517578125,4.4300761222839355,5.246616363525391,6.7285284996032715,6.533969402313232,7.149913311004639,3.9191391468048096,5.148684978485107,4.020209789276123,5.3878350257873535
9,4.031487941741943,2.0495355129241943,2.721317768096924,5.727945804595947,6.23696756362915,6.502464294433594,3.4298856258392334,2.7860755920410156,3.4934747219085693,3.3066647052764893
10,2.3348989486694336,3.8685531616210938,3.5537049770355225,4.85113525390625,5.95114278793335,4.838502407073975,2.8395869731903076,2.703019618988037,4.482216835021973,3.2602546215057373
11,2.180175304412842,4.087358474731445,4.338419437408447,3.428762435913086,4.534046649932861,3.9050214290618896,2.698800802230835,3.7254204750061035,3.703024387359619,4.0147318840026855
12,2.928485631942749,3.3323986530303955,2.1620261669158936,5.330080509185791,1.996050238609314,2.724362373352051,3.1708030700683594,2.597707509994507,2.6943767070770264,2.604067802429199
13,2.499559164047241,2.743380069732666,2.000556468963623,4.2787184715271,3.1596596240997314,4.252843379974365,2.480538845062256,1.7978594303131104,3.872333526611328,2.9516263008117676
14,1.5571130514144897,3.4649014472961426,3.0193538665771484,2.348433256149292,4.6409735679626465,3.5458545684814453,2.530256986618042,2.6415600776672363,3.5933423042297363,2.779400587081909
15,1.985475778579712,3.407474994659424,2.6491079330444336,3.141054391860962,3.026857376098633,2.6170754432678223,2.457669973373413,2.844458818435669,2.2800347805023193,3.0322439670562744
16,2.1342601776123047,1.7672916650772095,2.2927591800689697,3.9496192932128906,1.7009004354476929,2.704740047454834,2.48127818107605,1.994476318359375,2.9182488918304443,2.1967713832855225
17,1.8479902744293213,2.105534553527832,1.7155288457870483,3.3484268188476562,2.7243266105651855,3.4968719482421875,1.7749302387237549,1.408603549003601,2.652095079421997,2.255944013595581
18,1.5164016485214233,2.5911595821380615,2.2626802921295166,2.4373462200164795,3.113636016845703,2.7046263217926025,1.8358014822006226,2.2845370769500732,1.8882063627243042,2.62060809135437
19,2.0211617946624756,2.3023784160614014,1.7078475952148438,2.23691725730896,2.8310835361480713,2.320244789123535,1.5133275985717773,1.5014276504516602,2.0214903354644775,1.8230208158493042
20,1.1294540166854858,1.5699763298034668,1.0899028778076172,2.2829020023345947,2.104546308517456,2.1204967498779297,1.397120475769043,1.296229600906372,2.075798273086548,1.4061675071716309
