,0
trial_0,10.507945537567139
trial_1,10.584651231765747
trial_2,10.510952234268188
trial_3,10.436829090118408
trial_4,10.488229751586914
trial_5,10.538740158081055
trial_6,10.690608739852905
trial_7,10.600343227386475
trial_8,10.56591534614563
trial_9,10.605313539505005
