,Trial
884,1.6217727661132812
885,1.6216245889663696
886,1.6216423511505127
887,1.6218174695968628
888,1.6217678785324097
889,1.6216932535171509
890,1.621843695640564
891,1.6217740774154663
892,1.6216264963150024
893,1.621894121170044
894,1.6218737363815308
895,1.6219532489776611
896,1.6217888593673706
897,1.6217117309570312
898,1.6218467950820923
899,1.6219342947006226
900,1.6217378377914429
901,1.6214841604232788
902,1.6217769384384155
903,1.6216481924057007
904,1.6217176914215088
905,1.621620774269104
906,1.6218441724777222
907,1.6217516660690308
908,1.6218222379684448
909,1.621813416481018
910,1.6216267347335815
911,1.6218181848526
912,1.6217812299728394
913,1.6217981576919556
914,1.621958613395691
915,1.621820092201233
916,1.621930718421936
917,1.6219367980957031
918,1.6217397451400757
919,1.6220314502716064
920,1.6216766834259033
921,1.6219606399536133
922,1.6216243505477905
923,1.621820092201233
924,1.621773362159729
925,1.6217058897018433
926,1.6218862533569336
927,1.621781349182129
928,1.6217930316925049
929,1.6215308904647827
930,1.6218702793121338
931,1.621665358543396
932,1.621763825416565
933,1.6217001676559448
934,1.621683955192566
935,1.6218374967575073
936,1.6218217611312866
937,1.6217139959335327
938,1.6217001676559448
939,1.621599793434143
940,1.6217625141143799
941,1.621687889099121
942,1.6218336820602417
943,1.62175714969635
944,1.621630311012268
945,1.6217199563980103
946,1.6216671466827393
947,1.6215161085128784
948,1.621800422668457
949,1.621822714805603
950,1.6216106414794922
951,1.6216620206832886
952,1.6216442584991455
953,1.6217035055160522
954,1.6217116117477417
955,1.6218061447143555
956,1.621740698814392
957,1.6217199563980103
958,1.6217472553253174
959,1.6216853857040405
960,1.6218101978302002
961,1.6217621564865112
962,1.6217066049575806
963,1.621731162071228
964,1.6216531991958618
965,1.6217659711837769
966,1.6215685606002808
967,1.621790885925293
968,1.6219736337661743
969,1.6218379735946655
970,1.6218613386154175
971,1.6217740774154663
972,1.6218293905258179
973,1.6217840909957886
974,1.6216096878051758
975,1.6215152740478516
976,1.6218807697296143
977,1.6217783689498901
978,1.6216977834701538
979,1.6216868162155151
980,1.6216102838516235
981,1.6216678619384766
982,1.6219538450241089
983,1.6218299865722656
984,1.621747374534607
985,1.621606707572937
986,1.6217091083526611
987,1.6215883493423462
988,1.6217011213302612
989,1.6216539144515991
990,1.621734857559204
991,1.6216671466827393
992,1.6219463348388672
993,1.6217454671859741
994,1.6218894720077515
995,1.6216226816177368
996,1.6218737363815308
997,1.621871829032898
998,1.62173330783844
999,1.6218464374542236
1000,1.6215623617172241
1001,1.6217619180679321
1002,1.6217235326766968
1003,1.621668815612793
1004,1.6215200424194336
1005,1.6219112873077393
1006,1.6216974258422852
1007,1.621567964553833
1008,1.6217306852340698
1009,1.621619462966919
1010,1.621842622756958
1011,1.6219004392623901
1012,1.6217758655548096
1013,1.6217983961105347
1014,1.6217654943466187
1015,1.6215718984603882
1016,1.6216586828231812
1017,1.6217399835586548
1018,1.6218420267105103
1019,1.6217155456542969
1020,1.6216484308242798
1021,1.6218559741973877
1022,1.6218947172164917
1023,1.6218000650405884
1024,1.6217330694198608
1025,1.6217663288116455
1026,1.621773362159729
1027,1.6217905282974243
1028,1.621897578239441
1029,1.6218572854995728
1030,1.6217546463012695
1031,1.6219513416290283
1032,1.6218500137329102
1033,1.6217565536499023
1034,1.6216539144515991
1035,1.6217657327651978
1036,1.6218494176864624
1037,1.621603012084961
1038,1.6217368841171265
1039,1.6219170093536377
1040,1.6220759153366089
1041,1.621808409690857
1042,1.6218231916427612
1043,1.621832251548767
1044,1.6218312978744507
1045,1.6218565702438354
1046,1.6216042041778564
1047,1.6218976974487305
1048,1.6216961145401
1049,1.621393084526062
1050,1.62154221534729
1051,1.621840476989746
1052,1.621760606765747
1053,1.6218397617340088
1054,1.6218127012252808
1055,1.6218178272247314
1056,1.621841311454773
1057,1.6216309070587158
1058,1.6218143701553345
1059,1.6219898462295532
1060,1.6216185092926025
1061,1.6217981576919556
1062,1.621805191040039
1063,1.6215673685073853
1064,1.6216109991073608
1065,1.6216903924942017
1066,1.6218563318252563
1067,1.6216310262680054
1068,1.6217939853668213
1069,1.6219085454940796
1070,1.6217586994171143
1071,1.6218395233154297
1072,1.6217838525772095
1073,1.6218595504760742
1074,1.6219542026519775
1075,1.621817946434021
1076,1.6217774152755737
1077,1.6219838857650757
1078,1.6217344999313354
1079,1.6218748092651367
1080,1.6218023300170898
1081,1.6216099262237549
1082,1.621625542640686
1083,1.6218194961547852
1084,1.6218055486679077
1085,1.6217613220214844
1086,1.6215492486953735
1087,1.6216992139816284
1088,1.621761679649353
1089,1.6214455366134644
1090,1.6219061613082886
1091,1.62152898311615
1092,1.6217371225357056
1093,1.6216455698013306
1094,1.621577262878418
1095,1.6216049194335938
1096,1.6218197345733643
1097,1.6218031644821167
1098,1.6218684911727905
1099,1.6217272281646729
1100,1.621724009513855
1101,1.621639609336853
1102,1.6218980550765991
1103,1.621782660484314
1104,1.6217283010482788
1105,1.6216052770614624
1106,1.6219879388809204
1107,1.621675729751587
1108,1.621792197227478
1109,1.6218916177749634
1110,1.6217936277389526
1111,1.6217621564865112
1112,1.6216610670089722
1113,1.621769905090332
1114,1.6218734979629517
1115,1.6218000650405884
1116,1.6217397451400757
1117,1.6215845346450806
1118,1.6216808557510376
1119,1.6217663288116455
1120,1.621846079826355
1121,1.6218454837799072
1122,1.6217634677886963
1123,1.621804118156433
1124,1.6216157674789429
1125,1.6216791868209839
1126,1.6218900680541992
1127,1.6218544244766235
1128,1.6218677759170532
1129,1.6216176748275757
1130,1.6219714879989624
1131,1.6219348907470703
1132,1.6217437982559204
1133,1.6216020584106445
1134,1.6218770742416382
1135,1.6216996908187866
1136,1.621890664100647
1137,1.62189519405365
1138,1.6218252182006836
1139,1.6217268705368042
1140,1.621825098991394
1141,1.6216543912887573
1142,1.6214485168457031
1143,1.6217985153198242
1144,1.6218308210372925
1145,1.6216922998428345
1146,1.6219581365585327
1147,1.6217803955078125
1148,1.6217536926269531
1149,1.6217460632324219
1150,1.6216497421264648
1151,1.621644377708435
1152,1.621881365776062
1153,1.6221214532852173
1154,1.621706247329712
1155,1.62179696559906
1156,1.6218016147613525
1157,1.6218315362930298
1158,1.6216672658920288
1159,1.6218293905258179
1160,1.6218845844268799
1161,1.6217749118804932
1162,1.6217230558395386
1163,1.6217390298843384
1164,1.6219764947891235
1165,1.6219667196273804
1166,1.6217693090438843
1167,1.6216020584106445
1168,1.6218427419662476
1169,1.6215969324111938
1170,1.6217005252838135
1171,1.6216118335723877
1172,1.6218353509902954
1173,1.6218538284301758
1174,1.6216973066329956
1175,1.6216953992843628
1176,1.6218035221099854
1177,1.621858835220337
1178,1.6217902898788452
1179,1.6218452453613281
1180,1.6217306852340698
1181,1.6216964721679688
1182,1.6216306686401367
1183,1.6218754053115845
1184,1.6215962171554565
1185,1.6214735507965088
1186,1.6216366291046143
1187,1.6217966079711914
1188,1.621860146522522
1189,1.6218769550323486
1190,1.6218470335006714
1191,1.6218938827514648
1192,1.6217495203018188
1193,1.6217809915542603
1194,1.6218475103378296
1195,1.6219618320465088
1196,1.6217727661132812
1197,1.6216890811920166
1198,1.6216896772384644
1199,1.6217386722564697
1200,1.6218185424804688
1201,1.6218451261520386
1202,1.6218489408493042
1203,1.621729850769043
1204,1.62187922000885
1205,1.6216665506362915
1206,1.6217777729034424
1207,1.6218448877334595
1208,1.6217886209487915
1209,1.6215898990631104
1210,1.6218518018722534
1211,1.6218594312667847
1212,1.6217416524887085
1213,1.6219005584716797
1214,1.621782898902893
1215,1.621833086013794
1216,1.6218900680541992
1217,1.6219221353530884
1218,1.621808409690857
1219,1.6217453479766846
1220,1.6218305826187134
1221,1.6219227313995361
1222,1.621987223625183
1223,1.6217787265777588
1224,1.6219234466552734
1225,1.621794581413269
1226,1.621721863746643
1227,1.6218655109405518
1228,1.6217387914657593
1229,1.6215794086456299
1230,1.621630311012268
1231,1.621877908706665
1232,1.6218159198760986
1233,1.6216554641723633
1234,1.6217117309570312
1235,1.6217889785766602
1236,1.6215866804122925
1237,1.621802568435669
1238,1.621949553489685
1239,1.6219007968902588
1240,1.6215652227401733
1241,1.6218931674957275
1242,1.621649980545044
1243,1.6219027042388916
1244,1.6218194961547852
1245,1.6218258142471313
1246,1.621761679649353
1247,1.6218153238296509
1248,1.6216506958007812
1249,1.6216639280319214
1250,1.6217577457427979
1251,1.621835708618164
1252,1.6218000650405884
1253,1.621577262878418
1254,1.621707558631897
1255,1.6217466592788696
1256,1.621673822402954
1257,1.6217468976974487
1258,1.6217901706695557
1259,1.621675729751587
1260,1.6220518350601196
1261,1.6217142343521118
1262,1.62184739112854
1263,1.6217483282089233
1264,1.6218925714492798
1265,1.6218212842941284
1266,1.6218279600143433
1267,1.6216261386871338
1268,1.621886134147644
1269,1.621702790260315
1270,1.621717095375061
1271,1.6216833591461182
1272,1.6216763257980347
