,Trial
0,1.9468364715576172
1,1.938741683959961
2,1.931069254875183
3,1.9228357076644897
4,1.913965106010437
5,1.904629111289978
6,1.8946465253829956
7,1.8840879201889038
8,1.8728306293487549
9,1.8609182834625244
10,1.848554253578186
11,1.8356841802597046
12,1.8224560022354126
13,1.8087652921676636
14,1.795204997062683
15,1.781288981437683
16,1.7676528692245483
17,1.75436532497406
18,1.7414484024047852
19,1.7290738821029663
20,1.7170966863632202
21,1.7060661315917969
22,1.6957086324691772
23,1.6856498718261719
24,1.6768594980239868
25,1.6687973737716675
26,1.6614569425582886
27,1.6551240682601929
28,1.649904489517212
29,1.645189881324768
30,1.6413919925689697
31,1.63849675655365
32,1.6363023519515991
33,1.6343730688095093
34,1.6327203512191772
35,1.631211519241333
36,1.6298054456710815
37,1.629008173942566
38,1.6278107166290283
39,1.6271570920944214
40,1.6259030103683472
41,1.6257591247558594
42,1.625440239906311
43,1.6255520582199097
44,1.6251620054244995
45,1.624614953994751
46,1.6244672536849976
47,1.6244925260543823
48,1.6242588758468628
49,1.6247934103012085
50,1.624180793762207
51,1.6246649026870728
52,1.6242214441299438
53,1.624253511428833
54,1.6246156692504883
55,1.6241512298583984
56,1.624222993850708
57,1.624306321144104
58,1.624062418937683
59,1.623977541923523
60,1.6245930194854736
61,1.6244490146636963
62,1.6243857145309448
63,1.624502182006836
64,1.624804139137268
65,1.6243995428085327
66,1.6243925094604492
67,1.6242752075195312
68,1.624475359916687
69,1.6240566968917847
70,1.6246474981307983
71,1.6243486404418945
72,1.6246553659439087
73,1.6246397495269775
74,1.6246427297592163
75,1.6245183944702148
76,1.6247692108154297
77,1.624541163444519
78,1.6244077682495117
79,1.624584436416626
80,1.624198317527771
81,1.6245195865631104
82,1.6245015859603882
83,1.62432062625885
84,1.6244703531265259
85,1.6245323419570923
86,1.624086618423462
87,1.6244850158691406
88,1.624494194984436
89,1.6243524551391602
90,1.6240196228027344
91,1.6238895654678345
92,1.6240205764770508
93,1.624436616897583
94,1.6241165399551392
95,1.6238898038864136
96,1.6242226362228394
97,1.6237634420394897
98,1.6238479614257812
99,1.6236810684204102
100,1.6242763996124268
101,1.623677134513855
102,1.6237871646881104
103,1.6234779357910156
104,1.623429536819458
105,1.6235849857330322
106,1.6233881711959839
107,1.6235889196395874
108,1.6232035160064697
109,1.62334406375885
110,1.6231447458267212
111,1.623300552368164
112,1.6229336261749268
113,1.623015284538269
114,1.6231893301010132
115,1.6232130527496338
116,1.6229114532470703
117,1.6231721639633179
118,1.6232852935791016
119,1.6225502490997314
120,1.62289559841156
121,1.6233497858047485
122,1.6227883100509644
123,1.6226739883422852
124,1.623207688331604
125,1.6231698989868164
126,1.6227554082870483
127,1.623002052307129
128,1.622571587562561
129,1.6226005554199219
130,1.6226587295532227
131,1.6225862503051758
132,1.6224879026412964
133,1.6225708723068237
134,1.6224768161773682
135,1.622348427772522
136,1.6224473714828491
137,1.622675895690918
138,1.6225000619888306
139,1.622606635093689
140,1.6223338842391968
141,1.622417688369751
142,1.6224273443222046
143,1.6226282119750977
144,1.622401237487793
145,1.622361183166504
146,1.6221882104873657
147,1.62236750125885
148,1.6218429803848267
149,1.6226246356964111
150,1.6221411228179932
151,1.622249960899353
152,1.6223888397216797
153,1.6220817565917969
154,1.6223074197769165
155,1.6221493482589722
156,1.6218336820602417
157,1.622369647026062
158,1.622018814086914
159,1.6220066547393799
160,1.6220152378082275
161,1.6223297119140625
162,1.621553659439087
163,1.6219385862350464
164,1.6220651865005493
165,1.6220054626464844
166,1.6222213506698608
167,1.6217411756515503
168,1.621785044670105
169,1.6219837665557861
170,1.6219285726547241
171,1.6217542886734009
172,1.6218595504760742
173,1.6218327283859253
174,1.6218589544296265
175,1.6216644048690796
176,1.622004508972168
177,1.6221357583999634
178,1.6220210790634155
179,1.6220085620880127
180,1.621944785118103
181,1.6221517324447632
182,1.6219009160995483
183,1.6218456029891968
184,1.62191903591156
185,1.6218805313110352
186,1.6217540502548218
187,1.6219176054000854
188,1.6216249465942383
189,1.6219875812530518
190,1.621850609779358
191,1.6218479871749878
192,1.6218044757843018
193,1.6217622756958008
194,1.6218833923339844
195,1.621670126914978
196,1.621869683265686
197,1.6215208768844604
198,1.6217212677001953
199,1.6215351819992065
200,1.6219395399093628
201,1.6218775510787964
202,1.6218225955963135
203,1.6217435598373413
204,1.6215571165084839
205,1.6217291355133057
206,1.621617317199707
207,1.6218942403793335
208,1.6215078830718994
209,1.6218904256820679
210,1.621572494506836
211,1.6216957569122314
212,1.621816635131836
213,1.6219720840454102
214,1.621384859085083
215,1.6220251321792603
216,1.621455192565918
217,1.6216036081314087
218,1.6215590238571167
219,1.6214812994003296
220,1.6216882467269897
221,1.6213715076446533
222,1.621651530265808
223,1.6219217777252197
224,1.6214865446090698
225,1.62178635597229
226,1.6214488744735718
227,1.621724009513855
228,1.6213274002075195
229,1.621324896812439
230,1.6215318441390991
231,1.6215263605117798
232,1.621368408203125
233,1.6217399835586548
234,1.6216106414794922
235,1.6217107772827148
236,1.6216801404953003
237,1.6215835809707642
238,1.6216096878051758
239,1.621458649635315
240,1.6216808557510376
241,1.6215441226959229
242,1.621691107749939
243,1.6216322183609009
244,1.6218382120132446
245,1.6214895248413086
246,1.6216949224472046
247,1.6216659545898438
248,1.6215571165084839
249,1.6214884519577026
250,1.621776819229126
251,1.6216325759887695
252,1.6215885877609253
253,1.6215832233428955
254,1.6217947006225586
255,1.6217409372329712
256,1.6217454671859741
257,1.6216201782226562
258,1.6218153238296509
259,1.621760368347168
260,1.6215705871582031
261,1.6215156316757202
262,1.6217291355133057
263,1.6217626333236694
264,1.6218076944351196
265,1.6215097904205322
266,1.6215295791625977
267,1.6218143701553345
268,1.6215261220932007
269,1.6216541528701782
270,1.6216191053390503
271,1.6214498281478882
272,1.6217682361602783
273,1.621638536453247
274,1.6216055154800415
275,1.621282935142517
276,1.6215219497680664
277,1.6215862035751343
278,1.6215574741363525
279,1.6215193271636963
280,1.6218236684799194
281,1.6215934753417969
282,1.6217135190963745
283,1.6213924884796143
284,1.621810793876648
285,1.6216486692428589
286,1.621637225151062
287,1.6219123601913452
288,1.6214523315429688
289,1.621460199356079
290,1.621858835220337
291,1.621949553489685
292,1.6217454671859741
293,1.6212526559829712
294,1.6216248273849487
295,1.6216487884521484
296,1.621782660484314
297,1.6213188171386719
298,1.6216782331466675
299,1.6217126846313477
300,1.6214888095855713
301,1.6214239597320557
302,1.621561884880066
303,1.6217607259750366
304,1.621733546257019
305,1.6215572357177734
306,1.6217424869537354
307,1.621317744255066
308,1.6214876174926758
309,1.6214936971664429
310,1.6213915348052979
311,1.6217892169952393
312,1.6214090585708618
313,1.621741533279419
314,1.6215518712997437
315,1.621343970298767
316,1.621852159500122
317,1.6215934753417969
318,1.621566653251648
319,1.6216381788253784
320,1.6216200590133667
321,1.6216281652450562
322,1.6217466592788696
323,1.6215076446533203
324,1.621805191040039
325,1.6215593814849854
326,1.621869444847107
327,1.6216669082641602
328,1.6215898990631104
329,1.6216585636138916
330,1.6215298175811768
331,1.621641755104065
332,1.6213747262954712
333,1.6217344999313354
334,1.6218626499176025
335,1.621567726135254
336,1.6215540170669556
337,1.6215685606002808
338,1.6216133832931519
339,1.6214262247085571
340,1.6216204166412354
341,1.6215604543685913
342,1.6215019226074219
343,1.6216373443603516
344,1.6215763092041016
345,1.6215099096298218
346,1.6217631101608276
347,1.6215260028839111
348,1.6218191385269165
349,1.6214981079101562
350,1.6216849088668823
351,1.6214393377304077
352,1.62172532081604
353,1.6215015649795532
354,1.6215641498565674
355,1.621673583984375
356,1.6217478513717651
357,1.621508240699768
358,1.6217548847198486
359,1.6216230392456055
360,1.6215085983276367
361,1.621535301208496
362,1.6218414306640625
363,1.6218023300170898
364,1.6216353178024292
365,1.6217947006225586
366,1.6219532489776611
367,1.6214046478271484
368,1.6213983297348022
369,1.6217317581176758
370,1.6215919256210327
371,1.6217319965362549
372,1.6213124990463257
373,1.621479868888855
374,1.6215686798095703
375,1.6217893362045288
376,1.6216678619384766
377,1.621604323387146
378,1.6217106580734253
379,1.6215261220932007
380,1.6214977502822876
381,1.621438980102539
382,1.6216137409210205
383,1.6215240955352783
384,1.6217854022979736
385,1.6216400861740112
386,1.6218903064727783
387,1.6218492984771729
388,1.6219028234481812
389,1.6215184926986694
390,1.6217087507247925
391,1.621622085571289
392,1.6217012405395508
393,1.6215448379516602
394,1.62152898311615
395,1.6215358972549438
396,1.62161386013031
397,1.6214046478271484
398,1.6215358972549438
399,1.6217211484909058
400,1.6215202808380127
401,1.6216834783554077
402,1.6215828657150269
403,1.621689796447754
404,1.6214144229888916
405,1.6215966939926147
406,1.6215221881866455
407,1.6215839385986328
408,1.6216936111450195
409,1.621226191520691
410,1.621502161026001
411,1.6213569641113281
412,1.6214231252670288
413,1.6217764616012573
414,1.6219017505645752
415,1.62165105342865
416,1.6216402053833008
417,1.6216920614242554
418,1.6216610670089722
419,1.6215345859527588
420,1.6217697858810425
421,1.6217445135116577
422,1.6218557357788086
423,1.6218156814575195
424,1.6215171813964844
425,1.6214580535888672
426,1.6213617324829102
427,1.6215413808822632
428,1.621772050857544
429,1.6218976974487305
430,1.6216481924057007
431,1.6218057870864868
432,1.6217972040176392
433,1.6217554807662964
434,1.6217451095581055
435,1.6216785907745361
436,1.6217056512832642
437,1.621860384941101
438,1.6216163635253906
439,1.6214100122451782
440,1.6215485334396362
441,1.6215641498565674
442,1.6214927434921265
443,1.621670126914978
444,1.621670126914978
445,1.6218236684799194
446,1.6216213703155518
447,1.621341347694397
448,1.621458649635315
449,1.6214618682861328
450,1.6218305826187134
451,1.6218324899673462
452,1.6217066049575806
453,1.6216884851455688
454,1.6213867664337158
455,1.621585488319397
456,1.621809959411621
457,1.6217098236083984
458,1.621717095375061
459,1.6218407154083252
460,1.6217374801635742
461,1.621588945388794
462,1.621721863746643
463,1.6217831373214722
464,1.621519923210144
465,1.621598482131958
466,1.621480941772461
467,1.6218618154525757
468,1.621435523033142
469,1.6216843128204346
470,1.6217342615127563
471,1.621772050857544
472,1.6218656301498413
473,1.6218184232711792
474,1.6218422651290894
475,1.6213277578353882
476,1.6217879056930542
477,1.6217577457427979
478,1.6215143203735352
479,1.6217120885849
480,1.6217164993286133
481,1.621446967124939
482,1.6216529607772827
483,1.6217412948608398
484,1.6217409372329712
485,1.6216411590576172
486,1.621446967124939
487,1.6215931177139282
488,1.6216009855270386
489,1.6218458414077759
490,1.621653437614441
491,1.6215499639511108
492,1.621702790260315
493,1.6215717792510986
494,1.6216953992843628
495,1.6214869022369385
496,1.6217336654663086
497,1.6218258142471313
498,1.62160325050354
499,1.6217120885849
500,1.6216105222702026
501,1.6217221021652222
502,1.6214723587036133
503,1.6216028928756714
504,1.621829867362976
505,1.6215740442276
506,1.6219452619552612
507,1.6216611862182617
508,1.6216562986373901
509,1.6217947006225586
510,1.6214392185211182
511,1.6216896772384644
512,1.6219227313995361
513,1.6215394735336304
514,1.6215877532958984
515,1.6215285062789917
516,1.621688723564148
517,1.6216760873794556
518,1.6215698719024658
519,1.6217212677001953
520,1.6217784881591797
521,1.6218668222427368
522,1.6215561628341675
523,1.6217306852340698
524,1.6217492818832397
525,1.6215101480484009
526,1.6215553283691406
527,1.6217330694198608
528,1.6216408014297485
529,1.6216367483139038
530,1.62163245677948
531,1.6213968992233276
532,1.6216837167739868
533,1.621744990348816
534,1.6217237710952759
535,1.6218448877334595
536,1.6219078302383423
537,1.6217291355133057
538,1.621519923210144
539,1.6215757131576538
540,1.6219171285629272
541,1.6216328144073486
542,1.6218957901000977
543,1.6216903924942017
544,1.6215829849243164
545,1.6216135025024414
546,1.6217132806777954
547,1.6214488744735718
548,1.6215218305587769
549,1.621824860572815
550,1.6218303442001343
551,1.6216449737548828
552,1.62155020236969
553,1.6216646432876587
554,1.6215581893920898
555,1.6213921308517456
556,1.6218103170394897
557,1.6215927600860596
558,1.621734619140625
559,1.6218420267105103
560,1.6214838027954102
561,1.621698260307312
562,1.621782660484314
563,1.6215803623199463
564,1.6217927932739258
565,1.6216602325439453
566,1.6216267347335815
567,1.6217221021652222
568,1.6214182376861572
569,1.6218156814575195
570,1.6216115951538086
571,1.6216953992843628
572,1.6217440366744995
573,1.6219042539596558
574,1.621744155883789
575,1.6218347549438477
576,1.6217857599258423
577,1.6218769550323486
578,1.6218525171279907
579,1.621746301651001
580,1.6216458082199097
581,1.6217714548110962
582,1.6218117475509644
583,1.621695876121521
584,1.6215676069259644
585,1.6217676401138306
586,1.6217464208602905
587,1.6218318939208984
588,1.6216888427734375
589,1.6215301752090454
590,1.6215845346450806
591,1.6216875314712524
592,1.6216167211532593
593,1.621824860572815
594,1.6217615604400635
595,1.6217278242111206
596,1.621776819229126
597,1.6217135190963745
598,1.6217888593673706
599,1.6216801404953003
600,1.621664047241211
601,1.6217939853668213
602,1.6216942071914673
603,1.6216169595718384
604,1.6217504739761353
605,1.6217588186264038
606,1.6217964887619019
607,1.6216026544570923
608,1.6214519739151
609,1.6215890645980835
610,1.621559500694275
611,1.6217905282974243
612,1.6216061115264893
613,1.6219065189361572
614,1.621773362159729
615,1.6218076944351196
616,1.6216808557510376
617,1.6216917037963867
618,1.6217107772827148
619,1.6216545104980469
620,1.621759057044983
621,1.6217783689498901
622,1.6216598749160767
623,1.6216564178466797
624,1.6218770742416382
625,1.6216915845870972
626,1.6216315031051636
627,1.6217657327651978
628,1.6217647790908813
629,1.6216834783554077
630,1.62179696559906
631,1.6216634511947632
632,1.6216700077056885
633,1.6218435764312744
634,1.6217361688613892
635,1.6217641830444336
636,1.6217308044433594
637,1.6218700408935547
638,1.6216787099838257
639,1.6215828657150269
640,1.6218960285186768
641,1.6218618154525757
642,1.6218985319137573
643,1.6217628717422485
644,1.6216367483139038
645,1.6217663288116455
646,1.6218136548995972
647,1.6218109130859375
648,1.6217821836471558
649,1.6217031478881836
650,1.6215988397598267
651,1.6216617822647095
652,1.6216280460357666
653,1.6216566562652588
654,1.6214344501495361
655,1.621662974357605
656,1.6218537092208862
657,1.621527910232544
658,1.6218559741973877
659,1.6216939687728882
660,1.6217848062515259
661,1.6217621564865112
662,1.6220266819000244
663,1.621429443359375
664,1.6215237379074097
665,1.6216782331466675
666,1.6216751337051392
667,1.6216726303100586
668,1.6217468976974487
669,1.6217275857925415
670,1.6217316389083862
671,1.6215496063232422
672,1.6216974258422852
673,1.621612787246704
674,1.6218016147613525
675,1.6219390630722046
676,1.6218293905258179
677,1.6213874816894531
678,1.6217581033706665
679,1.6215317249298096
680,1.6217893362045288
681,1.6215486526489258
682,1.6216461658477783
683,1.6219580173492432
684,1.6218023300170898
685,1.621691346168518
686,1.621707797050476
687,1.6217502355575562
688,1.6217504739761353
689,1.621690034866333
690,1.621668815612793
691,1.6215728521347046
692,1.621690034866333
693,1.621653437614441
694,1.6215381622314453
695,1.6215778589248657
696,1.621655821800232
697,1.6218109130859375
698,1.6216785907745361
699,1.6218146085739136
700,1.621585726737976
701,1.6218311786651611
702,1.6216223239898682
703,1.6218284368515015
704,1.6217432022094727
705,1.621772050857544
706,1.621627688407898
707,1.621773600578308
708,1.6219345331192017
709,1.6217396259307861
710,1.6215797662734985
711,1.6215524673461914
712,1.6217142343521118
713,1.6216627359390259
714,1.6217705011367798
715,1.6216871738433838
716,1.6216659545898438
717,1.6218737363815308
718,1.6218767166137695
719,1.6217650175094604
720,1.6218605041503906
721,1.6218181848526
722,1.6215518712997437
723,1.6217384338378906
724,1.6217485666275024
725,1.6217443943023682
726,1.621935248374939
727,1.6216291189193726
728,1.6217126846313477
729,1.6215450763702393
730,1.6216341257095337
731,1.621827483177185
732,1.6215776205062866
733,1.62149178981781
734,1.6217358112335205
735,1.6217329502105713
736,1.6219536066055298
737,1.621698021888733
738,1.6217626333236694
739,1.6218689680099487
740,1.6217769384384155
741,1.6219351291656494
742,1.6216423511505127
743,1.6215234994888306
744,1.6217327117919922
745,1.6214765310287476
746,1.6218103170394897
747,1.6216119527816772
748,1.6217918395996094
749,1.621418833732605
750,1.6216503381729126
751,1.6215689182281494
752,1.621662974357605
753,1.6215485334396362
754,1.6216086149215698
755,1.6217564344406128
756,1.6217435598373413
757,1.621850609779358
758,1.6216999292373657
759,1.621782898902893
760,1.6215763092041016
761,1.6217657327651978
762,1.621772050857544
763,1.6217081546783447
764,1.6217283010482788
765,1.6216776371002197
766,1.62176513671875
767,1.6216720342636108
768,1.62177312374115
769,1.6216071844100952
770,1.621816635131836
771,1.6216347217559814
772,1.6218290328979492
773,1.6215651035308838
774,1.6213985681533813
775,1.6216490268707275
776,1.6216777563095093
777,1.6218219995498657
778,1.6216306686401367
779,1.6215633153915405
780,1.6216955184936523
781,1.6218830347061157
782,1.6217374801635742
783,1.6217091083526611
784,1.6217104196548462
785,1.6217037439346313
786,1.621685266494751
787,1.6216201782226562
788,1.6217724084854126
789,1.6213858127593994
790,1.6218169927597046
791,1.621677279472351
792,1.6217784881591797
793,1.6219185590744019
794,1.6216720342636108
795,1.6219249963760376
796,1.6214449405670166
797,1.621584177017212
798,1.6218851804733276
799,1.6215107440948486
800,1.6214808225631714
801,1.6216074228286743
802,1.6216624975204468
803,1.6218465566635132
804,1.6217759847640991
805,1.6216081380844116
806,1.6217790842056274
807,1.6218565702438354
808,1.621834397315979
809,1.6216747760772705
810,1.6217268705368042
811,1.6216318607330322
812,1.6216306686401367
813,1.621850848197937
814,1.6215933561325073
815,1.6218446493148804
816,1.6217148303985596
817,1.6217854022979736
818,1.6219362020492554
819,1.6217247247695923
820,1.6218760013580322
821,1.6214210987091064
822,1.6220072507858276
823,1.6216007471084595
824,1.621569037437439
825,1.621858835220337
826,1.6218960285186768
827,1.6218479871749878
828,1.621821403503418
829,1.6217224597930908
830,1.6218674182891846
831,1.6217501163482666
832,1.6218637228012085
833,1.6217832565307617
834,1.6215616464614868
835,1.6218540668487549
836,1.621869444847107
837,1.6218684911727905
838,1.621347427368164
839,1.6216400861740112
840,1.6217567920684814
841,1.6216449737548828
842,1.621660590171814
843,1.6216570138931274
844,1.6216697692871094
845,1.6218674182891846
846,1.6218403577804565
847,1.6217759847640991
848,1.6219547986984253
849,1.6215171813964844
850,1.6217149496078491
851,1.621800422668457
852,1.6215893030166626
853,1.6217120885849
854,1.621726393699646
855,1.6218317747116089
856,1.621851921081543
857,1.6217087507247925
858,1.621686339378357
859,1.621993064880371
860,1.6219974756240845
861,1.6216505765914917
862,1.6217294931411743
863,1.6217784881591797
864,1.6217435598373413
865,1.6218279600143433
866,1.6219199895858765
867,1.6218414306640625
868,1.6219762563705444
869,1.6215972900390625
870,1.6216639280319214
871,1.6218286752700806
872,1.6216366291046143
873,1.6216270923614502
874,1.6218950748443604
875,1.6215404272079468
876,1.621731162071228
877,1.621813416481018
878,1.6216233968734741
879,1.6216665506362915
880,1.6216734647750854
881,1.621832251548767
882,1.6218770742416382
883,1.6216022968292236
