,trial_0,trial_1,trial_2
0,2.074040412902832,2.0684919357299805,2.078333854675293
1,2.0646886825561523,2.059303045272827,2.0688157081604004
2,2.055492401123047,2.0502655506134033,2.059451103210449
3,2.0464508533477783,2.0413782596588135,2.050236463546753
4,2.037564277648926,2.032641649246216,2.04117488861084
5,2.0288333892822266,2.024055004119873,2.032263994216919
6,2.020256996154785,2.015617847442627,2.0235040187835693
7,2.0118348598480225,2.0073301792144775,2.0148942470550537
8,2.0035650730133057,1.9991891384124756,2.0064339637756348
9,1.9954466819763184,1.9911952018737793,1.9981212615966797
10,1.9874776601791382,1.9833457469940186,1.9899553060531616
11,1.9796550273895264,1.975640058517456,1.981934666633606
12,1.971977949142456,1.9680753946304321,1.9740575551986694
13,1.964443325996399,1.96065092086792,1.966321349143982
14,1.9570491313934326,1.9533634185791016,1.9587244987487793
15,1.9497926235198975,1.946210265159607,1.9512649774551392
16,1.9426711797714233,1.9391905069351196,1.9439409971237183
17,1.9356822967529297,1.9323005676269531,1.9367493391036987
18,1.9288233518600464,1.9255388975143433,1.9296880960464478
19,1.9220908880233765,1.9189015626907349,1.9227555990219116
20,1.9154821634292603,1.9123868942260742,1.915947675704956
21,1.9089957475662231,1.9059927463531494,1.909262776374817
22,1.9026278257369995,1.8997149467468262,1.9026987552642822
23,1.8963762521743774,1.8935531377792358,1.896251916885376
24,1.89023756980896,1.8875019550323486,1.8899201154708862
25,1.8842098712921143,1.881561279296875,1.8837014436721802
26,1.8782894611358643,1.8757270574569702,1.87759268283844
27,1.8724749088287354,1.8699965476989746,1.8715910911560059
28,1.866761565208435,1.864367961883545,1.8656944036483765
29,1.861148715019226,1.858838438987732,1.859899878501892
30,1.85563325881958,1.8534055948257446,1.8542046546936035
31,1.8502119779586792,1.8480664491653442,1.848607063293457
32,1.844882845878601,1.842819333076477,1.8431034088134766
33,1.8396440744400024,1.8376615047454834,1.8376926183700562
34,1.8344918489456177,1.8325904607772827,1.8323712348937988
35,1.8294248580932617,1.8276039361953735,1.8271372318267822
36,1.824440598487854,1.8226999044418335,1.8219881057739258
37,1.8195370435714722,1.8178768157958984,1.8169214725494385
38,1.8147116899490356,1.8131309747695923,1.811935544013977
39,1.8099626302719116,1.8084620237350464,1.8070279359817505
40,1.8052880764007568,1.8038668632507324,1.8021973371505737
41,1.8006857633590698,1.7993443012237549,1.7974400520324707
42,1.7961539030075073,1.7948917150497437,1.7927547693252563
43,1.7916909456253052,1.7905081510543823,1.7881410121917725
