,trial_0,trial_1,trial_2,trial_3,trial_4
0,1.9979063272476196,1.9047174453735352,1.8132728338241577,1.8640596866607666,1.9368631839752197
1,1.9819164276123047,1.8955891132354736,1.8035293817520142,1.854002833366394,1.9229987859725952
2,1.9648487567901611,1.888567566871643,1.793948769569397,1.8451426029205322,1.912896752357483
3,1.9482917785644531,1.8760579824447632,1.7834850549697876,1.8377450704574585,1.9019126892089844
4,1.9344505071640015,1.8673136234283447,1.7741450071334839,1.8300014734268188,1.8922022581100464
5,1.9202699661254883,1.858087182044983,1.7658766508102417,1.8216629028320312,1.878822684288025
6,1.9058713912963867,1.8485872745513916,1.7579500675201416,1.8135194778442383,1.8688068389892578
7,1.892311453819275,1.842061996459961,1.7492319345474243,1.805842638015747,1.8576090335845947
8,1.8795832395553589,1.832016944885254,1.740703821182251,1.799603819847107,1.8498594760894775
9,1.8670157194137573,1.8257410526275635,1.7348768711090088,1.7928047180175781,1.8408641815185547
10,1.8538511991500854,1.815184473991394,1.7278388738632202,1.7856920957565308,1.829080581665039
11,1.8418617248535156,1.8081703186035156,1.7206611633300781,1.7793266773223877,1.8219236135482788
12,1.8306854963302612,1.799292802810669,1.715175986289978,1.771020531654358,1.8148759603500366
13,1.819307565689087,1.792087435722351,1.7095491886138916,1.7649519443511963,1.8064497709274292
14,1.8090137243270874,1.7841227054595947,1.7045255899429321,1.7583709955215454,1.799450159072876
15,1.7990764379501343,1.7770317792892456,1.699137568473816,1.7521438598632812,1.790988802909851
16,1.7888071537017822,1.771545648574829,1.6948941946029663,1.7459022998809814,1.7827074527740479
17,1.7782953977584839,1.763709306716919,1.6900825500488281,1.7401084899902344,1.7758537530899048
18,1.7685211896896362,1.758675217628479,1.6857858896255493,1.7344721555709839,1.7695086002349854
19,1.7604252099990845,1.7517731189727783,1.6815928220748901,1.7294529676437378,1.7645924091339111
20,1.751394271850586,1.7473715543746948,1.6788736581802368,1.7222057580947876,1.7561758756637573
21,1.743606448173523,1.739903450012207,1.675134539604187,1.71590256690979,1.7507505416870117
22,1.7369316816329956,1.7360674142837524,1.671575903892517,1.7124443054199219,1.7435909509658813
23,1.7295852899551392,1.7309893369674683,1.6685961484909058,1.7068567276000977,1.738524079322815
24,1.7222387790679932,1.724778175354004,1.6654647588729858,1.7022188901901245,1.7335033416748047
25,1.7145092487335205,1.7212393283843994,1.6620407104492188,1.6965755224227905,1.7279545068740845
26,1.7086418867111206,1.7147104740142822,1.6601289510726929,1.6912392377853394,1.7212241888046265
27,1.7028064727783203,1.711336374282837,1.6570866107940674,1.6861238479614258,1.7173407077789307
28,1.6970371007919312,1.7070257663726807,1.654948115348816,1.681895136833191,1.7116588354110718
29,1.6910320520401,1.702055811882019,1.6525251865386963,1.6767910718917847,1.708200454711914
30,1.6865488290786743,1.6982589960098267,1.6500608921051025,1.6723308563232422,1.7020084857940674
31,1.680998682975769,1.6929502487182617,1.6480932235717773,1.6686649322509766,1.6969345808029175
32,1.6766397953033447,1.688869833946228,1.6458065509796143,1.6650055646896362,1.6929771900177002
33,1.6723037958145142,1.6848328113555908,1.643950343132019,1.6604994535446167,1.6889610290527344
34,1.6683167219161987,1.6818336248397827,1.642090082168579,1.6572526693344116,1.6849533319473267
35,1.6636488437652588,1.6780900955200195,1.640270471572876,1.6532171964645386,1.6800717115402222
36,1.6598819494247437,1.6743265390396118,1.638309359550476,1.6497440338134766,1.6758657693862915
37,1.6562665700912476,1.6715061664581299,1.6362441778182983,1.6456857919692993,1.6719831228256226
38,1.6533254384994507,1.667222261428833,1.634350061416626,1.642740249633789,1.6684507131576538
39,1.6496952772140503,1.6642531156539917,1.6324392557144165,1.6400219202041626,1.6654070615768433
40,1.6466827392578125,1.6608208417892456,1.6307677030563354,1.636635661125183,1.6619675159454346
41,1.6434274911880493,1.6583420038223267,1.6292072534561157,1.6340779066085815,1.659000277519226
42,1.6405616998672485,1.6553162336349487,1.6281530857086182,1.6305465698242188,1.6542974710464478
43,1.638235330581665,1.6521137952804565,1.6261523962020874,1.6285762786865234,1.6513006687164307
44,1.6354092359542847,1.6493974924087524,1.62451171875,1.6257318258285522,1.6481424570083618
45,1.6327698230743408,1.6464757919311523,1.623179316520691,1.6237562894821167,1.6462396383285522
46,1.630724310874939,1.6444873809814453,1.6211813688278198,1.6212934255599976,1.6421434879302979
47,1.6282354593276978,1.642376184463501,1.619796633720398,1.6192429065704346,1.6403626203536987
48,1.6262238025665283,1.6398918628692627,1.6186323165893555,1.616950273513794,1.6377619504928589
49,1.6241382360458374,1.6377328634262085,1.6168508529663086,1.6148664951324463,1.6352442502975464
50,1.6223220825195312,1.6355406045913696,1.6160290241241455,1.6130106449127197,1.6334394216537476
51,1.6200984716415405,1.6330820322036743,1.6141977310180664,1.6106376647949219,1.6310042142868042
52,1.6183216571807861,1.6317821741104126,1.6129738092422485,1.609440803527832,1.6291853189468384
53,1.6164801120758057,1.629922866821289,1.6116424798965454,1.6076818704605103,1.6275408267974854
54,1.6147596836090088,1.628273367881775,1.610891342163086,1.6061886548995972,1.6251245737075806
55,1.6133043766021729,1.6261131763458252,1.6089954376220703,1.6044753789901733,1.6229051351547241
56,1.611964464187622,1.6246843338012695,1.6082066297531128,1.602746844291687,1.6207817792892456
57,1.6104310750961304,1.6222256422042847,1.6070013046264648,1.6013822555541992,1.618853211402893
58,1.608812928199768,1.6216171979904175,1.6056127548217773,1.6004297733306885,1.6168835163116455
59,1.6076654195785522,1.6188911199569702,1.604888916015625,1.598809003829956,1.6146034002304077
60,1.6064159870147705,1.6180956363677979,1.603533148765564,1.5974477529525757,1.6135969161987305
61,1.6049517393112183,1.6166248321533203,1.6025406122207642,1.5962713956832886,1.6124142408370972
62,1.6041191816329956,1.6148242950439453,1.6014965772628784,1.5953973531723022,1.610651969909668
63,1.6024057865142822,1.6136823892593384,1.6007057428359985,1.594089388847351,1.608819603919983
64,1.6015106439590454,1.6118955612182617,1.5992172956466675,1.5930542945861816,1.6082117557525635
65,1.6004084348678589,1.6109275817871094,1.5990008115768433,1.5921603441238403,1.6060173511505127
66,1.5991290807724,1.6092939376831055,1.5981329679489136,1.5910358428955078,1.6051437854766846
67,1.5981758832931519,1.6083488464355469,1.597240924835205,1.589896559715271,1.6037815809249878
68,1.5969685316085815,1.6069749593734741,1.5961920022964478,1.5890973806381226,1.6023839712142944
69,1.5964325666427612,1.6057891845703125,1.595328688621521,1.5886046886444092,1.6015394926071167
70,1.5954084396362305,1.6049327850341797,1.5945690870285034,1.5874834060668945,1.599988341331482
71,1.5942721366882324,1.603448748588562,1.594282627105713,1.5871485471725464,1.5991501808166504
72,1.5935310125350952,1.6027002334594727,1.5932786464691162,1.5865517854690552,1.598031997680664
73,1.5927685499191284,1.6019474267959595,1.5931934118270874,1.5852376222610474,1.597300410270691
