,training_loss,training_gap,test_loss,testing_gap
0,2.305396795272827,1.2443243265151978,16.2655086517334,0.27942609786987305
1,15.365574836730957,1.1177043914794922,9.7236967086792,0.285726398229599
2,9.163769721984863,1.142905592918396,3.8857033252716064,0.32285547256469727
3,3.665006399154663,1.291421890258789,8.552962303161621,0.32285547256469727
4,8.65353775024414,1.291421890258789,12.135533332824707,0.32285547256469727
5,12.35885238647461,1.291421890258789,11.484289169311523,0.32285547256469727
6,11.69079875946045,1.291421890258789,8.368833541870117,0.32285547256469727
7,8.514866828918457,1.291421890258789,4.722712993621826,0.3078609108924866
8,4.796079158782959,1.2314436435699463,3.156754732131958,0.30577224493026733
9,3.126142740249634,1.2230889797210693,2.6601388454437256,0.30577224493026733
10,2.5732581615448,1.2230889797210693,2.804047107696533,0.30577224493026733
11,2.6947615146636963,1.2230889797210693,3.2201550006866455,0.285726398229599
12,3.0923922061920166,1.142905592918396,3.516713857650757,0.2918367087841034
13,3.378352403640747,1.1643145084381104,3.6707541942596436,0.30767932534217834
14,3.526968479156494,1.2305357456207275,3.6461257934570312,0.3067713975906372
15,3.500490188598633,1.2256827354431152,3.4939770698547363,0.3067713975906372
16,3.349027395248413,1.2262275218963623,3.296410083770752,0.30767932534217834
17,3.153660297393799,1.2285382747650146,3.107762336730957,0.285726398229599
18,2.967998504638672,1.144910216331482,2.9496474266052246,0.2855077385902405
19,2.813253164291382,1.1426869630813599,2.825573682785034,0.285726398229599
20,2.6927382946014404,1.142905592918396,2.7324531078338623,0.25381872057914734
21,2.6032803058624268,1.0152748823165894,2.663923978805542,0.25860485434532166
22,2.538498640060425,1.024847149848938,2.6118180751800537,0.2813528776168823
23,2.4902169704437256,1.1254115104675293,2.568819999694824,0.30982527136802673
24,2.4510786533355713,1.2401117086410522,2.530336856842041,0.30577224493026733
25,2.416409730911255,1.22471022605896,2.494436740875244,0.30577224493026733
26,2.384183645248413,1.2230889797210693,2.460803270339966,0.30577224493026733
27,2.3539977073669434,1.2230889797210693,2.4297468662261963,0.30577224493026733
28,2.3261053562164307,1.2230889797210693,2.4016339778900146,0.30577224493026733
29,2.3008434772491455,1.2230889797210693,2.376664400100708,0.30577224493026733
