,0
trial_0,13.382807970046997
trial_1,13.479182720184326
trial_2,13.53522515296936
trial_3,13.360290050506592
trial_4,13.079992294311523
trial_5,13.158005475997925
trial_6,13.498362064361572
trial_7,13.71809434890747
trial_8,13.614022254943848
trial_9,13.512972354888916
