,trial_0,trial_1,trial_2,trial_3,trial_4
0,2.345027446746826,2.2140841484069824,2.1771328449249268,2.2198946475982666,2.213679075241089
1,14.525195121765137,8.224096298217773,5.7482733726501465,20.480634689331055,9.157514572143555
2,4.865372657775879,3.056429624557495,2.7350378036499023,6.674191474914551,3.462707996368408
3,14.356158256530762,10.601972579956055,7.538583278656006,15.263383865356445,9.174819946289062
4,23.042903900146484,16.20046615600586,12.433095932006836,24.654495239257812,14.417861938476562
5,18.928043365478516,13.56683349609375,10.550771713256836,19.660839080810547,12.150136947631836
6,9.749329566955566,7.312863826751709,5.493398666381836,9.035866737365723,7.0330986976623535
7,3.495248794555664,2.903130531311035,2.3273541927337646,3.4685745239257812,2.9155845642089844
8,2.869981288909912,2.2374424934387207,2.2397994995117188,4.352614402770996,2.4755101203918457
9,3.7988510131835938,3.0613887310028076,2.826641321182251,7.2721967697143555,3.985971450805664
10,6.449463844299316,3.779453992843628,3.3655688762664795,8.996082305908203,5.105136871337891
11,7.713176727294922,3.6666946411132812,3.5337448120117188,8.895380020141602,5.112740516662598
12,7.224567413330078,3.2050445079803467,3.245612382888794,6.523248195648193,4.1985554695129395
13,5.146399021148682,2.650735855102539,2.6958444118499756,3.9423153400421143,2.828603744506836
14,2.7643167972564697,2.371366262435913,2.4547502994537354,2.1642117500305176,2.389401912689209
15,6.293519020080566,4.580223560333252,3.3502559661865234,5.643089771270752,4.421895980834961
16,7.629901885986328,5.110973834991455,4.32993221282959,8.493668556213379,5.108267784118652
17,6.985445976257324,5.340386390686035,4.520757675170898,8.477317810058594,4.9665141105651855
18,5.948970317840576,5.114426612854004,3.9680683612823486,6.985342502593994,4.591681480407715
19,4.918974876403809,4.269655704498291,3.11328387260437,5.432495594024658,3.826249599456787
20,3.968848466873169,3.2968711853027344,2.498080253601074,4.141213893890381,2.9615964889526367
21,3.2635371685028076,2.699795961380005,2.216209888458252,3.112919330596924,2.3375861644744873
22,2.7573134899139404,2.3546836376190186,2.088078022003174,2.7194714546203613,2.1139779090881348
23,2.3221938610076904,2.109041213989258,2.006033420562744,2.7292959690093994,2.06337308883667
24,2.0871877670288086,2.10447096824646,2.1086554527282715,2.9329538345336914,2.2291316986083984
25,2.3530848026275635,2.2478649616241455,2.2567362785339355,3.278362989425659,2.499035596847534
26,3.1671042442321777,2.373399257659912,2.3804593086242676,3.3896923065185547,2.6195931434631348
27,3.348050355911255,2.4316463470458984,2.441572666168213,2.848487138748169,2.4761807918548584
28,2.840590238571167,2.409346342086792,2.42855167388916,2.4903483390808105,2.243317127227783
29,2.405041217803955,2.336517810821533,2.3883254528045654,2.2983667850494385,2.171008825302124
30,2.3714044094085693,2.2718989849090576,2.3858871459960938,2.2199416160583496,2.2575182914733887
31,2.534203052520752,2.2806546688079834,2.436523199081421,2.3338499069213867,2.386636972427368
32,2.6933505535125732,2.3819844722747803,2.477515935897827,2.5844788551330566,2.500190019607544
33,2.77531361579895,2.4929606914520264,2.473220109939575,2.8297252655029297,2.5420448780059814
34,2.774502754211426,2.553239345550537,2.4389472007751465,2.9533236026763916,2.4989850521087646
35,2.610593557357788,2.592237949371338,2.3804826736450195,2.7762482166290283,2.3902029991149902
36,2.539719581604004,2.5917134284973145,2.305008888244629,2.679022789001465,2.2858948707580566
37,2.5016543865203857,2.5419344902038574,2.2269339561462402,2.619976758956909,2.2156968116760254
38,2.45599627494812,2.4559435844421387,2.1582226753234863,2.5513405799865723,2.1657137870788574
39,2.3801896572113037,2.355517625808716,2.1038625240325928,2.471505641937256,2.131132125854492
40,2.2795069217681885,2.2583601474761963,2.0633108615875244,2.3933486938476562,2.1042866706848145
41,2.1796045303344727,2.1749014854431152,2.035473346710205,2.324172019958496,2.0813090801239014
42,2.10748553276062,2.112647294998169,2.020778179168701,2.2653937339782715,2.062852382659912
43,2.068218231201172,2.0743391513824463,2.0181260108947754,2.216665267944336,2.048536539077759
44,2.058805465698242,2.058803081512451,2.0259430408477783,2.1777467727661133,2.040905237197876
45,2.069993495941162,2.058525562286377,2.0403146743774414,2.1419100761413574,2.0382227897644043
46,2.088540554046631,2.0637660026550293,2.0573551654815674,2.1071064472198486,2.041303873062134
47,2.102198600769043,2.0675787925720215,2.07342791557312,2.0785694122314453,2.0489401817321777
48,2.1031527519226074,2.0680272579193115,2.087733030319214,2.0629208087921143,2.0608134269714355
49,2.0984766483306885,2.06738543510437,2.101749897003174,2.0655312538146973,2.0763633251190186
50,2.0964407920837402,2.068549871444702,2.1155474185943604,2.0834200382232666,2.0940465927124023
51,2.1026320457458496,2.073296070098877,2.1287240982055664,2.1065096855163574,2.1122066974639893
52,2.1148900985717773,2.0818214416503906,2.1395952701568604,2.1254281997680664,2.128324508666992
53,2.1285057067871094,2.0923044681549072,2.1472935676574707,2.1348350048065186,2.140294075012207
54,2.1393513679504395,2.102983236312866,2.1509108543395996,2.13608980178833,2.1470983028411865
55,2.1461901664733887,2.1124320030212402,2.150653123855591,2.1329071521759033,2.1482255458831787
56,2.148557186126709,2.1196823120117188,2.14686918258667,2.129183530807495,2.144792079925537
57,2.14735746383667,2.1243793964385986,2.1406826972961426,2.1278176307678223,2.1381049156188965
58,2.1440823078155518,2.1268539428710938,2.1330456733703613,2.128004550933838,2.1293952465057373
59,2.139176845550537,2.127387762069702,2.124741792678833,2.129575252532959,2.120134115219116
60,2.1333634853363037,2.126507520675659,2.1164798736572266,2.131349802017212,2.1109325885772705
61,2.1270639896392822,2.1244375705718994,2.1086478233337402,2.1323418617248535,2.1025993824005127
