,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9
0,2.203568935394287,2.1982245445251465,2.1964311599731445,2.1951844692230225,2.1991477012634277,2.19924259185791,2.198730230331421,2.1941027641296387,2.1960206031799316,2.203472852706909
1,4.117703437805176,4.435372352600098,4.261076927185059,4.4544878005981445,4.46937370300293,4.230668067932129,4.454407691955566,4.133282661437988,4.585315704345703,4.258921146392822
2,9.0256929397583,9.663317680358887,9.339681625366211,8.744245529174805,9.528481483459473,9.911714553833008,9.552520751953125,8.6263427734375,8.436800003051758,10.341618537902832
3,20.66719627380371,22.323352813720703,19.920969009399414,20.595787048339844,18.199785232543945,17.083049774169922,24.71122932434082,20.83687973022461,22.115184783935547,17.814716339111328
4,24.797725677490234,25.083492279052734,24.08368682861328,26.19773292541504,24.454570770263672,26.49898338317871,26.99696922302246,27.18988609313965,27.984088897705078,24.442350387573242
5,22.822067260742188,22.209270477294922,22.258037567138672,20.23603630065918,21.571605682373047,21.473262786865234,23.79888153076172,25.075037002563477,21.761499404907227,22.166345596313477
6,14.556950569152832,15.837336540222168,13.745302200317383,13.072792053222656,13.783679008483887,13.693547248840332,14.259692192077637,16.042402267456055,14.823572158813477,14.249354362487793
7,6.7877678871154785,10.820011138916016,9.387884140014648,8.971037864685059,8.105902671813965,6.842767238616943,9.581339836120605,9.35636043548584,7.533832550048828,10.09607219696045
8,7.643605709075928,8.167876243591309,10.162219047546387,7.265842437744141,6.597512245178223,8.415205001831055,7.0923638343811035,6.889142036437988,7.5689239501953125,8.425243377685547
9,6.608473777770996,8.46127700805664,10.160867691040039,7.455260276794434,5.505318641662598,5.168326377868652,5.9555559158325195,7.449376583099365,6.259292125701904,5.9546074867248535
10,5.792117118835449,7.033940315246582,8.01490306854248,5.483189582824707,4.887350082397461,5.236557960510254,7.2851057052612305,6.355301380157471,6.616703987121582,5.921787261962891
11,5.37215518951416,5.287980079650879,5.373872756958008,4.000180244445801,4.345030307769775,4.799164772033691,6.05989933013916,5.797604084014893,5.501006126403809,5.336762428283691
12,3.9853813648223877,4.240662574768066,4.883799076080322,3.599363327026367,3.0018246173858643,4.09340763092041,3.462228775024414,4.293000221252441,3.4417405128479004,3.9700374603271484
13,4.583987712860107,4.512175559997559,5.591343879699707,4.6739277839660645,3.6559948921203613,4.629326820373535,4.172013282775879,4.737932205200195,5.070242404937744,5.389725685119629
14,7.253354072570801,8.144569396972656,8.47065544128418,7.568084716796875,7.685615539550781,7.786766052246094,8.108997344970703,7.6765594482421875,7.741336822509766,7.453184604644775
15,11.795984268188477,11.338162422180176,11.531956672668457,9.134397506713867,8.60136604309082,11.851154327392578,11.047090530395508,12.20446491241455,12.443445205688477,11.92570686340332
16,8.797572135925293,9.984753608703613,9.585254669189453,7.946286678314209,7.872056484222412,8.243678092956543,9.040895462036133,10.198232650756836,10.1350679397583,8.726936340332031
17,5.402519702911377,6.306241512298584,7.087477207183838,5.055212497711182,5.066304683685303,5.083646774291992,6.277970790863037,6.961457252502441,6.786506652832031,6.153543949127197
18,3.602215528488159,3.871731996536255,4.2331223487854,2.443829298019409,3.208160400390625,3.5748767852783203,3.481123447418213,4.280290126800537,4.5161333084106445,3.879629611968994
19,2.8484930992126465,3.336650848388672,3.3784642219543457,2.603969097137451,2.7456889152526855,2.761244535446167,2.603306531906128,3.049779176712036,3.901081085205078,2.952282428741455
20,2.679441452026367,3.5326480865478516,4.060152530670166,2.797163963317871,2.9879724979400635,2.7537553310394287,2.8959522247314453,3.65925669670105,3.372509479522705,3.0184073448181152
21,3.2806556224823,3.619340419769287,3.5038046836853027,2.564234972000122,2.928361415863037,3.0558853149414062,2.8352179527282715,3.484950542449951,3.306245803833008,2.768526554107666
22,2.9794297218322754,2.8972690105438232,3.116283893585205,2.4553632736206055,2.6471731662750244,3.2554869651794434,2.7471745014190674,3.251817226409912,3.322601318359375,3.12788987159729
23,2.394436836242676,2.558438777923584,3.022630453109741,2.0460476875305176,2.303961992263794,2.6616220474243164,2.480560779571533,2.90934681892395,2.8739171028137207,2.981410264968872
24,2.553117513656616,2.4662365913391113,3.0098531246185303,2.1172873973846436,2.2110276222229004,2.0923948287963867,2.201338291168213,2.755234956741333,2.459129571914673,2.3193392753601074
25,3.059849500656128,2.7902183532714844,3.048044443130493,2.778761386871338,2.747826337814331,3.074885129928589,2.938354730606079,2.9277091026306152,3.2619121074676514,3.1636993885040283
26,3.8992531299591064,4.072824001312256,3.9707894325256348,3.667231798171997,3.6078460216522217,3.944793701171875,3.6243977546691895,4.221165657043457,4.293567657470703,4.099972724914551
27,3.9432144165039062,4.527703285217285,4.6179962158203125,4.08632230758667,3.6539695262908936,4.064004421234131,3.9214611053466797,4.573386192321777,4.415088653564453,4.077662467956543
28,3.356828212738037,3.7388083934783936,3.2524304389953613,3.214315891265869,3.0465688705444336,3.719599962234497,3.427659273147583,3.7130684852600098,3.810154676437378,3.6684513092041016
29,2.3828001022338867,2.544865608215332,2.643359661102295,2.2174103260040283,2.1561028957366943,2.494471549987793,2.53299617767334,2.8244786262512207,2.6394429206848145,2.813368558883667
30,2.192500352859497,2.2111423015594482,2.454441547393799,1.8569074869155884,1.7953999042510986,2.3091633319854736,2.047116279602051,2.3291940689086914,2.2132084369659424,2.407771110534668
31,1.9870455265045166,1.9723920822143555,2.1657233238220215,1.7690231800079346,1.7562954425811768,2.2090401649475098,1.8849055767059326,2.1371896266937256,2.0967695713043213,2.0879862308502197
32,2.0482640266418457,2.0126004219055176,2.064124584197998,1.6566797494888306,1.7059838771820068,1.953356385231018,1.8777120113372803,2.1815850734710693,2.0984716415405273,2.339928388595581
33,1.838989019393921,1.9798190593719482,2.1203503608703613,1.5650198459625244,1.4982753992080688,2.100419282913208,1.855961561203003,2.0543270111083984,2.017296314239502,2.07196044921875
