,0
trial_0,42.54347372055054
trial_1,42.332284927368164
trial_2,42.92467474937439
trial_3,42.555931091308594
trial_4,42.5729775428772
trial_5,42.805696964263916
trial_6,42.82513785362244
trial_7,43.049734115600586
trial_8,42.593982219696045
trial_9,43.181069135665894
